_from,_to,amount,timestamp,txn_type,scenario
bank_account/acct_42_000022,bank_account/acct_42_000034,177103.46,2026-01-04T08:39:54.108161Z,IMPS,background
bank_account/acct_42_000052,bank_account/acct_42_000364,107282.69,2025-12-01T23:31:54.108161Z,RTGS,background
bank_account/acct_42_000128,bank_account/acct_42_000048,120013.44,2025-12-20T19:10:54.108161Z,IMPS,background
bank_account/acct_42_000347,bank_account/acct_42_000394,138774.78,2026-01-09T12:57:54.108161Z,UPI,background
bank_account/acct_42_000435,bank_account/acct_42_000341,96477.86,2026-01-09T18:20:54.108161Z,IMPS,background
bank_account/acct_42_000195,bank_account/acct_42_000261,128154.33,2026-01-16T01:45:54.108161Z,NEFT,background
bank_account/acct_42_000119,bank_account/acct_42_000010,123308.1,2025-12-04T14:42:54.108161Z,UPI,background
bank_account/acct_42_000121,bank_account/acct_42_000377,85756.72,2026-01-14T21:47:54.108161Z,NEFT,background
bank_account/acct_42_000030,bank_account/acct_42_000070,74967.27,2026-01-12T12:03:54.108161Z,RTGS,background
bank_account/acct_42_000192,bank_account/acct_42_000104,128443.58,2026-01-14T22:32:54.108161Z,IMPS,background
bank_account/acct_42_000378,bank_account/acct_42_000449,65805.1,2026-01-13T08:06:54.108161Z,NEFT,background
bank_account/acct_42_000266,bank_account/acct_42_000405,195515.74,2025-12-20T09:06:54.108161Z,NEFT,background
bank_account/acct_42_000117,bank_account/acct_42_000433,146601.34,2026-01-09T10:40:54.108161Z,RTGS,background
bank_account/acct_42_000276,bank_account/acct_42_000027,181335.75,2025-12-19T10:28:54.108161Z,RTGS,background
bank_account/acct_42_000311,bank_account/acct_42_000446,76359.04,2026-01-10T12:41:54.108161Z,IMPS,background
bank_account/acct_42_000322,bank_account/acct_42_000003,13016.91,2025-12-30T16:33:54.108161Z,RTGS,background
bank_account/acct_42_000026,bank_account/acct_42_000324,198403.31,2025-12-01T11:58:54.108161Z,RTGS,background
bank_account/acct_42_000046,bank_account/acct_42_000088,118566.87,2025-12-08T11:58:54.108161Z,RTGS,background
bank_account/acct_42_000259,bank_account/acct_42_000040,85305.34,2026-01-01T08:19:54.108161Z,RTGS,background
bank_account/acct_42_000369,bank_account/acct_42_000101,49060.5,2026-01-18T22:16:54.108161Z,RTGS,background
bank_account/acct_42_000155,bank_account/acct_42_000146,115326.72,2025-12-21T12:04:54.108161Z,UPI,background
bank_account/acct_42_000441,bank_account/acct_42_000400,96286.02,2025-12-01T06:40:54.108161Z,IMPS,background
bank_account/acct_42_000193,bank_account/acct_42_000085,94195.63,2026-01-03T01:42:54.108161Z,IMPS,background
bank_account/acct_42_000389,bank_account/acct_42_000079,163938.8,2025-12-11T02:29:54.108161Z,NEFT,background
bank_account/acct_42_000390,bank_account/acct_42_000195,85536.72,2026-01-25T08:42:54.108161Z,RTGS,background
bank_account/acct_42_000283,bank_account/acct_42_000372,35222.29,2026-01-06T03:07:54.108161Z,UPI,background
bank_account/acct_42_000232,bank_account/acct_42_000145,75091.86,2025-12-23T02:32:54.108161Z,NEFT,background
bank_account/acct_42_000170,bank_account/acct_42_000069,143001.19,2026-01-18T13:40:54.108161Z,RTGS,background
bank_account/acct_42_000002,bank_account/acct_42_000006,172344.86,2025-12-15T06:10:54.108161Z,IMPS,background
bank_account/acct_42_000207,bank_account/acct_42_000212,188062.97,2025-12-14T06:12:54.108161Z,IMPS,background
bank_account/acct_42_000250,bank_account/acct_42_000157,128245.64,2025-12-24T16:31:54.108161Z,IMPS,background
bank_account/acct_42_000019,bank_account/acct_42_000063,77026.72,2025-12-25T13:24:54.108161Z,RTGS,background
bank_account/acct_42_000390,bank_account/acct_42_000223,191423.67,2025-12-12T07:03:54.108161Z,IMPS,background
bank_account/acct_42_000325,bank_account/acct_42_000352,73699.29,2026-01-26T20:43:54.108161Z,IMPS,background
bank_account/acct_42_000217,bank_account/acct_42_000376,49433.68,2025-12-31T17:46:54.108161Z,UPI,background
bank_account/acct_42_000323,bank_account/acct_42_000361,135317.48,2025-12-16T20:13:54.108161Z,RTGS,background
bank_account/acct_42_000133,bank_account/acct_42_000309,91148.61,2025-12-18T13:55:54.108161Z,UPI,background
bank_account/acct_42_000126,bank_account/acct_42_000308,115710.53,2025-12-19T13:26:54.108161Z,NEFT,background
bank_account/acct_42_000059,bank_account/acct_42_000394,18551.93,2025-12-16T05:49:54.108161Z,IMPS,background
bank_account/acct_42_000361,bank_account/acct_42_000300,194831.7,2026-01-25T01:15:54.108161Z,RTGS,background
bank_account/acct_42_000448,bank_account/acct_42_000216,33248.14,2026-01-03T10:19:54.108161Z,UPI,background
bank_account/acct_42_000256,bank_account/acct_42_000272,131731.36,2026-01-05T22:56:54.108161Z,UPI,background
bank_account/acct_42_000375,bank_account/acct_42_000210,150517.2,2025-12-02T15:54:54.108161Z,NEFT,background
bank_account/acct_42_000325,bank_account/acct_42_000293,155360.55,2026-01-08T14:04:54.108161Z,UPI,background
bank_account/acct_42_000383,bank_account/acct_42_000107,186010.37,2026-01-04T19:05:54.108161Z,UPI,background
bank_account/acct_42_000003,bank_account/acct_42_000086,163296.24,2026-01-30T15:38:54.108161Z,NEFT,background
bank_account/acct_42_000396,bank_account/acct_42_000356,83626.14,2026-01-03T20:36:54.108161Z,UPI,background
bank_account/acct_42_000375,bank_account/acct_42_000220,34209.79,2026-01-07T12:35:54.108161Z,RTGS,background
bank_account/acct_42_000101,bank_account/acct_42_000249,36478.67,2025-12-01T15:11:54.108161Z,IMPS,background
bank_account/acct_42_000290,bank_account/acct_42_000416,42593.42,2026-01-18T16:56:54.108161Z,RTGS,background
bank_account/acct_42_000414,bank_account/acct_42_000388,38457.78,2025-12-04T04:59:54.108161Z,IMPS,background
bank_account/acct_42_000320,bank_account/acct_42_000319,21928.17,2025-12-21T13:16:54.108161Z,NEFT,background
bank_account/acct_42_000150,bank_account/acct_42_000043,75607.93,2026-01-13T16:45:54.108161Z,UPI,background
bank_account/acct_42_000015,bank_account/acct_42_000299,47032.55,2025-12-29T19:59:54.108161Z,NEFT,background
bank_account/acct_42_000004,bank_account/acct_42_000031,53289.54,2026-01-29T20:14:54.108161Z,NEFT,background
bank_account/acct_42_000049,bank_account/acct_42_000108,104514.68,2026-01-30T06:07:54.108161Z,UPI,background
bank_account/acct_42_000248,bank_account/acct_42_000242,151406.64,2025-12-23T04:17:54.108161Z,UPI,background
bank_account/acct_42_000189,bank_account/acct_42_000349,178041.42,2026-01-10T10:46:54.108161Z,UPI,background
bank_account/acct_42_000340,bank_account/acct_42_000204,75749.3,2026-01-27T06:47:54.108161Z,UPI,background
bank_account/acct_42_000412,bank_account/acct_42_000051,716.62,2025-12-05T19:06:54.108161Z,IMPS,background
bank_account/acct_42_000371,bank_account/acct_42_000427,177605.31,2026-01-22T18:04:54.108161Z,NEFT,background
bank_account/acct_42_000444,bank_account/acct_42_000271,55965.56,2025-12-17T10:27:54.108161Z,UPI,background
bank_account/acct_42_000231,bank_account/acct_42_000316,137268.36,2025-12-06T02:43:54.108161Z,IMPS,background
bank_account/acct_42_000338,bank_account/acct_42_000096,725.51,2025-12-21T07:57:54.108161Z,NEFT,background
bank_account/acct_42_000324,bank_account/acct_42_000184,174699.55,2025-12-10T07:50:54.108161Z,IMPS,background
bank_account/acct_42_000119,bank_account/acct_42_000310,96958.78,2025-12-13T22:02:54.108161Z,NEFT,background
bank_account/acct_42_000178,bank_account/acct_42_000219,187823.04,2025-12-01T02:41:54.108161Z,NEFT,background
bank_account/acct_42_000375,bank_account/acct_42_000197,58843.21,2026-01-18T14:03:54.108161Z,NEFT,background
bank_account/acct_42_000065,bank_account/acct_42_000254,159384.47,2026-01-10T19:58:54.108161Z,IMPS,background
bank_account/acct_42_000086,bank_account/acct_42_000228,191014.74,2025-12-30T20:19:54.108161Z,RTGS,background
bank_account/acct_42_000124,bank_account/acct_42_000108,34169.56,2025-11-30T20:25:54.108161Z,NEFT,background
bank_account/acct_42_000054,bank_account/acct_42_000222,198672.96,2026-01-29T13:28:54.108161Z,UPI,background
bank_account/acct_42_000196,bank_account/acct_42_000392,56143.53,2025-12-15T10:09:54.108161Z,IMPS,background
bank_account/acct_42_000343,bank_account/acct_42_000063,133128.73,2025-12-02T00:42:54.108161Z,IMPS,background
bank_account/acct_42_000046,bank_account/acct_42_000407,138387.73,2025-12-06T11:18:54.108161Z,NEFT,background
bank_account/acct_42_000329,bank_account/acct_42_000175,75464.36,2025-12-16T05:55:54.108161Z,IMPS,background
bank_account/acct_42_000413,bank_account/acct_42_000119,44787.81,2026-01-23T09:01:54.108161Z,NEFT,background
bank_account/acct_42_000057,bank_account/acct_42_000045,68113.55,2025-12-24T12:31:54.108161Z,NEFT,background
bank_account/acct_42_000293,bank_account/acct_42_000188,25570.75,2026-01-10T05:58:54.108161Z,NEFT,background
bank_account/acct_42_000159,bank_account/acct_42_000031,118052.95,2026-01-18T05:42:54.108161Z,IMPS,background
bank_account/acct_42_000163,bank_account/acct_42_000394,73068.27,2025-12-18T14:38:54.108161Z,RTGS,background
bank_account/acct_42_000054,bank_account/acct_42_000202,1936.79,2025-12-07T03:13:54.108161Z,UPI,background
bank_account/acct_42_000074,bank_account/acct_42_000417,188583.69,2025-12-08T11:28:54.108161Z,IMPS,background
bank_account/acct_42_000348,bank_account/acct_42_000233,29570.33,2026-01-12T13:58:54.108161Z,NEFT,background
bank_account/acct_42_000306,bank_account/acct_42_000163,61847.4,2025-12-17T14:44:54.108161Z,UPI,background
bank_account/acct_42_000434,bank_account/acct_42_000361,114836.99,2025-12-21T11:35:54.108161Z,IMPS,background
bank_account/acct_42_000149,bank_account/acct_42_000360,193302.49,2026-01-27T07:34:54.108161Z,RTGS,background
bank_account/acct_42_000423,bank_account/acct_42_000366,42201.56,2025-12-15T11:16:54.108161Z,NEFT,background
bank_account/acct_42_000443,bank_account/acct_42_000397,35886.14,2025-12-30T05:34:54.108161Z,UPI,background
bank_account/acct_42_000417,bank_account/acct_42_000337,182484.04,2026-01-20T18:12:54.108161Z,IMPS,background
bank_account/acct_42_000172,bank_account/acct_42_000216,135611.95,2026-01-08T05:35:54.108161Z,IMPS,background
bank_account/acct_42_000036,bank_account/acct_42_000270,145378.24,2026-01-11T19:10:54.108161Z,RTGS,background
bank_account/acct_42_000358,bank_account/acct_42_000438,109647.21,2026-01-24T14:28:54.108161Z,UPI,background
bank_account/acct_42_000385,bank_account/acct_42_000405,116118.7,2025-12-10T17:06:54.108161Z,UPI,background
bank_account/acct_42_000234,bank_account/acct_42_000335,32822.52,2026-01-22T03:52:54.108161Z,IMPS,background
bank_account/acct_42_000149,bank_account/acct_42_000074,42032.29,2025-12-10T12:16:54.108161Z,NEFT,background
bank_account/acct_42_000185,bank_account/acct_42_000371,171242.65,2026-01-23T19:47:54.108161Z,RTGS,background
bank_account/acct_42_000192,bank_account/acct_42_000218,135921.11,2026-01-20T17:01:54.108161Z,NEFT,background
bank_account/acct_42_000182,bank_account/acct_42_000242,36008.61,2026-01-27T14:56:54.108161Z,UPI,background
bank_account/acct_42_000303,bank_account/acct_42_000222,193948.42,2025-12-21T05:09:54.108161Z,RTGS,background
bank_account/acct_42_000017,bank_account/acct_42_000060,48247.0,2025-12-30T08:37:54.108161Z,RTGS,background
bank_account/acct_42_000334,bank_account/acct_42_000381,75136.79,2025-12-16T20:03:54.108161Z,NEFT,background
bank_account/acct_42_000398,bank_account/acct_42_000237,172992.67,2025-12-20T05:54:54.108161Z,UPI,background
bank_account/acct_42_000323,bank_account/acct_42_000334,89079.14,2026-01-30T14:51:54.108161Z,NEFT,background
bank_account/acct_42_000042,bank_account/acct_42_000062,97894.77,2025-12-19T01:33:54.108161Z,RTGS,background
bank_account/acct_42_000011,bank_account/acct_42_000300,114639.08,2025-12-25T02:34:54.108161Z,UPI,background
bank_account/acct_42_000355,bank_account/acct_42_000381,19001.19,2025-12-24T12:46:54.108161Z,IMPS,background
bank_account/acct_42_000247,bank_account/acct_42_000330,140577.12,2026-01-10T23:26:54.108161Z,RTGS,background
bank_account/acct_42_000050,bank_account/acct_42_000166,12793.31,2025-12-03T00:36:54.108161Z,RTGS,background
bank_account/acct_42_000207,bank_account/acct_42_000416,140178.31,2026-01-04T23:58:54.108161Z,IMPS,background
bank_account/acct_42_000032,bank_account/acct_42_000265,167445.07,2025-12-26T20:42:54.108161Z,NEFT,background
bank_account/acct_42_000106,bank_account/acct_42_000337,179530.7,2026-01-18T22:30:54.108161Z,RTGS,background
bank_account/acct_42_000002,bank_account/acct_42_000284,89501.85,2026-01-10T14:45:54.108161Z,NEFT,background
bank_account/acct_42_000065,bank_account/acct_42_000294,41325.36,2026-01-20T15:57:54.108161Z,UPI,background
bank_account/acct_42_000435,bank_account/acct_42_000385,7097.56,2026-01-23T01:40:54.108161Z,UPI,background
bank_account/acct_42_000186,bank_account/acct_42_000278,34403.48,2025-11-30T20:29:54.108161Z,NEFT,background
bank_account/acct_42_000127,bank_account/acct_42_000153,9328.64,2025-12-01T01:13:54.108161Z,UPI,background
bank_account/acct_42_000337,bank_account/acct_42_000273,89039.57,2025-12-25T02:12:54.108161Z,UPI,background
bank_account/acct_42_000267,bank_account/acct_42_000180,121273.81,2025-12-29T11:47:54.108161Z,NEFT,background
bank_account/acct_42_000339,bank_account/acct_42_000419,9042.64,2026-01-28T12:31:54.108161Z,RTGS,background
bank_account/acct_42_000153,bank_account/acct_42_000438,166542.3,2026-01-21T22:23:54.108161Z,RTGS,background
bank_account/acct_42_000302,bank_account/acct_42_000183,55551.4,2025-12-14T21:42:54.108161Z,IMPS,background
bank_account/acct_42_000038,bank_account/acct_42_000281,51067.98,2026-01-05T20:46:54.108161Z,RTGS,background
bank_account/acct_42_000204,bank_account/acct_42_000233,16742.49,2026-01-13T19:51:54.108161Z,IMPS,background
bank_account/acct_42_000355,bank_account/acct_42_000073,107227.27,2026-01-25T21:27:54.108161Z,UPI,background
bank_account/acct_42_000324,bank_account/acct_42_000356,129149.69,2025-12-16T06:14:54.108161Z,RTGS,background
bank_account/acct_42_000214,bank_account/acct_42_000420,30782.93,2025-12-11T04:08:54.108161Z,IMPS,background
bank_account/acct_42_000013,bank_account/acct_42_000309,49574.79,2026-01-13T14:41:54.108161Z,NEFT,background
bank_account/acct_42_000350,bank_account/acct_42_000280,81415.57,2026-01-08T21:05:54.108161Z,NEFT,background
bank_account/acct_42_000185,bank_account/acct_42_000170,155636.38,2026-01-21T11:14:54.108161Z,UPI,background
bank_account/acct_42_000005,bank_account/acct_42_000050,75493.48,2026-01-16T06:01:54.108161Z,NEFT,background
bank_account/acct_42_000400,bank_account/acct_42_000063,35228.7,2025-12-15T08:29:54.108161Z,IMPS,background
bank_account/acct_42_000048,bank_account/acct_42_000270,69845.15,2025-12-25T09:19:54.108161Z,UPI,background
bank_account/acct_42_000311,bank_account/acct_42_000050,179324.39,2026-01-20T08:05:54.108161Z,IMPS,background
bank_account/acct_42_000092,bank_account/acct_42_000176,161236.39,2025-12-18T00:48:54.108161Z,IMPS,background
bank_account/acct_42_000244,bank_account/acct_42_000303,25601.68,2026-01-29T19:30:54.108161Z,RTGS,background
bank_account/acct_42_000336,bank_account/acct_42_000064,28619.76,2025-12-25T09:49:54.108161Z,NEFT,background
bank_account/acct_42_000371,bank_account/acct_42_000327,194902.52,2025-12-16T10:26:54.108161Z,IMPS,background
bank_account/acct_42_000361,bank_account/acct_42_000234,36702.59,2026-01-08T02:57:54.108161Z,UPI,background
bank_account/acct_42_000141,bank_account/acct_42_000219,104166.87,2025-12-16T11:08:54.108161Z,UPI,background
bank_account/acct_42_000325,bank_account/acct_42_000439,17479.76,2026-01-11T05:04:54.108161Z,UPI,background
bank_account/acct_42_000432,bank_account/acct_42_000046,126971.87,2026-01-26T10:45:54.108161Z,NEFT,background
bank_account/acct_42_000084,bank_account/acct_42_000294,11576.56,2025-12-14T09:11:54.108161Z,IMPS,background
bank_account/acct_42_000413,bank_account/acct_42_000447,2237.87,2025-12-01T04:28:54.108161Z,RTGS,background
bank_account/acct_42_000245,bank_account/acct_42_000254,103050.8,2025-12-18T00:46:54.108161Z,NEFT,background
bank_account/acct_42_000207,bank_account/acct_42_000007,123295.69,2025-12-03T18:42:54.108161Z,IMPS,background
bank_account/acct_42_000359,bank_account/acct_42_000273,149958.62,2026-01-14T20:22:54.108161Z,NEFT,background
bank_account/acct_42_000310,bank_account/acct_42_000229,192933.01,2025-12-18T01:04:54.108161Z,RTGS,background
bank_account/acct_42_000089,bank_account/acct_42_000038,73473.48,2026-01-22T01:24:54.108161Z,UPI,background
bank_account/acct_42_000026,bank_account/acct_42_000216,99152.02,2026-01-20T06:12:54.108161Z,NEFT,background
bank_account/acct_42_000173,bank_account/acct_42_000347,50028.07,2025-12-27T14:55:54.108161Z,UPI,background
bank_account/acct_42_000153,bank_account/acct_42_000247,58779.65,2026-01-17T18:52:54.108161Z,IMPS,background
bank_account/acct_42_000111,bank_account/acct_42_000156,185828.89,2025-12-20T01:21:54.108161Z,NEFT,background
bank_account/acct_42_000237,bank_account/acct_42_000316,169685.52,2026-01-27T06:48:54.108161Z,NEFT,background
bank_account/acct_42_000315,bank_account/acct_42_000235,65777.51,2026-01-08T15:17:54.108161Z,NEFT,background
bank_account/acct_42_000179,bank_account/acct_42_000369,37312.93,2026-01-08T18:38:54.108161Z,NEFT,background
bank_account/acct_42_000220,bank_account/acct_42_000251,39589.13,2025-12-28T01:23:54.108161Z,RTGS,background
bank_account/acct_42_000210,bank_account/acct_42_000063,182630.51,2026-01-30T13:38:54.108161Z,UPI,background
bank_account/acct_42_000115,bank_account/acct_42_000240,79132.23,2026-01-11T06:30:54.108161Z,IMPS,background
bank_account/acct_42_000093,bank_account/acct_42_000274,162327.62,2026-01-24T03:58:54.108161Z,IMPS,background
bank_account/acct_42_000082,bank_account/acct_42_000071,70812.18,2026-01-03T18:45:54.108161Z,UPI,background
bank_account/acct_42_000445,bank_account/acct_42_000363,39773.08,2026-01-18T09:13:54.108161Z,NEFT,background
bank_account/acct_42_000068,bank_account/acct_42_000202,84269.05,2026-01-09T17:52:54.108161Z,RTGS,background
bank_account/acct_42_000341,bank_account/acct_42_000101,189680.33,2025-12-19T09:52:54.108161Z,NEFT,background
bank_account/acct_42_000215,bank_account/acct_42_000250,110069.72,2025-12-09T19:40:54.108161Z,RTGS,background
bank_account/acct_42_000166,bank_account/acct_42_000384,152902.1,2025-12-05T05:18:54.108161Z,IMPS,background
bank_account/acct_42_000067,bank_account/acct_42_000056,191539.95,2025-12-11T18:13:54.108161Z,RTGS,background
bank_account/acct_42_000079,bank_account/acct_42_000176,100050.19,2025-12-11T19:35:54.108161Z,RTGS,background
bank_account/acct_42_000026,bank_account/acct_42_000347,165984.17,2026-01-02T22:34:54.108161Z,NEFT,background
bank_account/acct_42_000222,bank_account/acct_42_000245,57964.38,2025-12-30T16:07:54.108161Z,IMPS,background
bank_account/acct_42_000126,bank_account/acct_42_000316,30583.9,2025-12-29T12:34:54.108161Z,RTGS,background
bank_account/acct_42_000143,bank_account/acct_42_000392,23092.5,2026-01-13T19:01:54.108161Z,RTGS,background
bank_account/acct_42_000341,bank_account/acct_42_000420,85888.87,2025-12-31T15:25:54.108161Z,RTGS,background
bank_account/acct_42_000096,bank_account/acct_42_000437,118280.12,2025-12-21T13:52:54.108161Z,RTGS,background
bank_account/acct_42_000061,bank_account/acct_42_000067,80316.5,2026-01-13T12:23:54.108161Z,RTGS,background
bank_account/acct_42_000218,bank_account/acct_42_000009,123331.82,2026-01-25T17:12:54.108161Z,IMPS,background
bank_account/acct_42_000208,bank_account/acct_42_000268,61358.54,2025-12-21T11:03:54.108161Z,RTGS,background
bank_account/acct_42_000172,bank_account/acct_42_000218,95891.13,2025-12-29T04:22:54.108161Z,NEFT,background
bank_account/acct_42_000155,bank_account/acct_42_000056,53922.29,2026-01-13T06:58:54.108161Z,IMPS,background
bank_account/acct_42_000126,bank_account/acct_42_000163,179031.74,2026-01-19T17:33:54.108161Z,NEFT,background
bank_account/acct_42_000026,bank_account/acct_42_000338,148976.47,2026-01-17T09:12:54.108161Z,IMPS,background
bank_account/acct_42_000143,bank_account/acct_42_000310,20242.26,2026-01-19T10:20:54.108161Z,IMPS,background
bank_account/acct_42_000186,bank_account/acct_42_000171,60940.9,2026-01-23T20:06:54.108161Z,NEFT,background
bank_account/acct_42_000349,bank_account/acct_42_000282,154115.68,2026-01-22T07:38:54.108161Z,UPI,background
bank_account/acct_42_000379,bank_account/acct_42_000414,72340.85,2025-12-11T22:50:54.108161Z,UPI,background
bank_account/acct_42_000121,bank_account/acct_42_000332,55261.79,2025-12-24T05:50:54.108161Z,NEFT,background
bank_account/acct_42_000054,bank_account/acct_42_000066,125948.77,2025-12-23T14:50:54.108161Z,NEFT,background
bank_account/acct_42_000300,bank_account/acct_42_000335,163500.09,2026-01-18T03:44:54.108161Z,NEFT,background
bank_account/acct_42_000038,bank_account/acct_42_000279,123840.17,2026-01-11T02:45:54.108161Z,RTGS,background
bank_account/acct_42_000273,bank_account/acct_42_000369,30819.1,2026-01-22T12:24:54.108161Z,IMPS,background
bank_account/acct_42_000281,bank_account/acct_42_000364,50579.85,2025-12-04T23:49:54.108161Z,UPI,background
bank_account/acct_42_000187,bank_account/acct_42_000229,126009.94,2026-01-23T04:03:54.108161Z,NEFT,background
bank_account/acct_42_000247,bank_account/acct_42_000214,104800.18,2025-12-01T01:45:54.108161Z,NEFT,background
bank_account/acct_42_000085,bank_account/acct_42_000306,54902.31,2026-01-22T09:03:54.108161Z,NEFT,background
bank_account/acct_42_000289,bank_account/acct_42_000031,158898.64,2025-12-17T12:27:54.108161Z,IMPS,background
bank_account/acct_42_000253,bank_account/acct_42_000350,106540.72,2025-12-29T16:23:54.108161Z,RTGS,background
bank_account/acct_42_000224,bank_account/acct_42_000384,101904.75,2025-12-26T05:37:54.108161Z,IMPS,background
bank_account/acct_42_000310,bank_account/acct_42_000139,41464.23,2026-01-30T13:29:54.108161Z,RTGS,background
bank_account/acct_42_000303,bank_account/acct_42_000356,1871.38,2025-12-02T01:26:54.108161Z,IMPS,background
bank_account/acct_42_000257,bank_account/acct_42_000362,144143.78,2026-01-14T08:35:54.108161Z,RTGS,background
bank_account/acct_42_000151,bank_account/acct_42_000362,53776.08,2026-01-23T13:06:54.108161Z,RTGS,background
bank_account/acct_42_000023,bank_account/acct_42_000273,47719.53,2026-01-27T21:07:54.108161Z,RTGS,background
bank_account/acct_42_000142,bank_account/acct_42_000068,54159.93,2025-12-11T17:11:54.108161Z,RTGS,background
bank_account/acct_42_000421,bank_account/acct_42_000107,106965.53,2026-01-29T20:48:54.108161Z,UPI,background
bank_account/acct_42_000323,bank_account/acct_42_000309,194446.5,2026-01-10T16:06:54.108161Z,UPI,background
bank_account/acct_42_000369,bank_account/acct_42_000068,81727.74,2025-12-22T08:53:54.108161Z,UPI,background
bank_account/acct_42_000029,bank_account/acct_42_000320,163202.84,2025-12-09T06:48:54.108161Z,RTGS,background
bank_account/acct_42_000374,bank_account/acct_42_000143,35429.37,2026-01-29T00:36:54.108161Z,NEFT,background
bank_account/acct_42_000369,bank_account/acct_42_000381,137654.27,2025-11-30T20:37:54.108161Z,UPI,background
bank_account/acct_42_000445,bank_account/acct_42_000320,126897.68,2025-12-26T11:54:54.108161Z,IMPS,background
bank_account/acct_42_000112,bank_account/acct_42_000166,53831.82,2025-12-23T21:27:54.108161Z,IMPS,background
bank_account/acct_42_000079,bank_account/acct_42_000228,46421.46,2025-12-15T04:08:54.108161Z,UPI,background
bank_account/acct_42_000075,bank_account/acct_42_000245,18828.84,2026-01-19T03:16:54.108161Z,RTGS,background
bank_account/acct_42_000417,bank_account/acct_42_000441,35304.5,2025-12-25T02:12:54.108161Z,RTGS,background
bank_account/acct_42_000331,bank_account/acct_42_000144,4307.36,2026-01-20T12:53:54.108161Z,IMPS,background
bank_account/acct_42_000351,bank_account/acct_42_000311,37650.82,2026-01-21T16:29:54.108161Z,IMPS,background
bank_account/acct_42_000125,bank_account/acct_42_000232,181835.3,2026-01-05T15:31:54.108161Z,RTGS,background
bank_account/acct_42_000372,bank_account/acct_42_000384,161617.75,2025-12-23T15:32:54.108161Z,IMPS,background
bank_account/acct_42_000196,bank_account/acct_42_000010,22096.1,2026-01-29T20:57:54.108161Z,NEFT,background
bank_account/acct_42_000067,bank_account/acct_42_000127,154046.51,2026-01-13T14:04:54.108161Z,NEFT,background
bank_account/acct_42_000405,bank_account/acct_42_000004,191527.78,2026-01-24T00:26:54.108161Z,UPI,background
bank_account/acct_42_000436,bank_account/acct_42_000362,17084.54,2026-01-22T02:33:54.108161Z,IMPS,background
bank_account/acct_42_000417,bank_account/acct_42_000083,61546.26,2025-12-31T13:40:54.108161Z,RTGS,background
bank_account/acct_42_000028,bank_account/acct_42_000278,138439.04,2025-12-21T00:23:54.108161Z,NEFT,background
bank_account/acct_42_000010,bank_account/acct_42_000422,9000.72,2025-12-27T08:49:54.108161Z,NEFT,background
bank_account/acct_42_000261,bank_account/acct_42_000428,83115.41,2026-01-30T11:17:54.108161Z,NEFT,background
bank_account/acct_42_000116,bank_account/acct_42_000218,77138.07,2026-01-07T20:34:54.108161Z,UPI,background
bank_account/acct_42_000115,bank_account/acct_42_000350,77010.29,2025-12-05T15:06:54.108161Z,IMPS,background
bank_account/acct_42_000086,bank_account/acct_42_000056,44982.04,2026-01-12T06:45:54.108161Z,NEFT,background
bank_account/acct_42_000315,bank_account/acct_42_000170,23758.36,2025-12-02T16:03:54.108161Z,NEFT,background
bank_account/acct_42_000309,bank_account/acct_42_000077,35695.75,2025-12-28T07:31:54.108161Z,RTGS,background
bank_account/acct_42_000347,bank_account/acct_42_000217,30128.99,2025-12-18T19:29:54.108161Z,UPI,background
bank_account/acct_42_000319,bank_account/acct_42_000418,57472.41,2025-12-05T15:24:54.108161Z,UPI,background
bank_account/acct_42_000255,bank_account/acct_42_000338,73885.59,2026-01-14T16:20:54.108161Z,NEFT,background
bank_account/acct_42_000441,bank_account/acct_42_000076,155579.03,2026-01-21T08:01:54.108161Z,RTGS,background
bank_account/acct_42_000199,bank_account/acct_42_000228,144296.56,2025-12-11T02:37:54.108161Z,NEFT,background
bank_account/acct_42_000057,bank_account/acct_42_000295,85547.89,2025-12-15T09:26:54.108161Z,RTGS,background
bank_account/acct_42_000046,bank_account/acct_42_000165,198954.86,2026-01-19T05:48:54.108161Z,UPI,background
bank_account/acct_42_000163,bank_account/acct_42_000253,84824.03,2025-12-17T04:49:54.108161Z,UPI,background
bank_account/acct_42_000070,bank_account/acct_42_000410,188811.65,2025-12-03T10:33:54.108161Z,IMPS,background
bank_account/acct_42_000214,bank_account/acct_42_000281,99470.75,2025-12-27T02:08:54.108161Z,RTGS,background
bank_account/acct_42_000196,bank_account/acct_42_000042,116234.69,2026-01-04T00:57:54.108161Z,RTGS,background
bank_account/acct_42_000359,bank_account/acct_42_000044,47115.09,2026-01-30T12:00:54.108161Z,NEFT,background
bank_account/acct_42_000185,bank_account/acct_42_000285,94837.88,2026-01-22T15:11:54.108161Z,NEFT,background
bank_account/acct_42_000178,bank_account/acct_42_000184,169765.42,2025-12-06T14:11:54.108161Z,UPI,background
bank_account/acct_42_000235,bank_account/acct_42_000073,167066.94,2025-12-26T04:34:54.108161Z,RTGS,background
bank_account/acct_42_000107,bank_account/acct_42_000423,44994.98,2025-12-14T14:14:54.108161Z,NEFT,background
bank_account/acct_42_000356,bank_account/acct_42_000360,28701.01,2025-12-15T18:03:54.108161Z,IMPS,background
bank_account/acct_42_000190,bank_account/acct_42_000027,140310.21,2025-12-18T23:05:54.108161Z,NEFT,background
bank_account/acct_42_000244,bank_account/acct_42_000428,118825.74,2026-01-20T17:55:54.108161Z,RTGS,background
